Unnamed: 0,geoName,year,sector,establishments,employment,wages,gdp,State,adt,sla,ugos,ugosa,vgos,vgosa
1567,Massachusetts,2013,Living Resources,562.0,4450.0,285956638.0,751657214.41,Massachusetts,-0.07708125,0.03478125,0.0209031249999999,0.0084843749999999,-0.0288718749999999,-0.014859375
1568,Massachusetts,2013,Offshore Mineral Resources,44.0,113.0,6426500.0,22216034.363,Massachusetts,-0.07708125,0.03478125,0.0209031249999999,0.0084843749999999,-0.0288718749999999,-0.014859375
1570,Massachusetts,2011,Living Resources,606.0,4893.0,314065010.0,875526348.44,Massachusetts,-0.092453125,0.019409375,-0.0324625,-0.0448906249999999,0.0084406249999999,0.0224375
1571,Massachusetts,2011,Offshore Mineral Resources,47.0,161.0,8119928.0,22871101.95,Massachusetts,-0.092453125,0.019409375,-0.0324625,-0.0448906249999999,0.0084406249999999,0.0224375
1572,Massachusetts,2011,Ship and Boat Building,41.0,426.0,25687392.0,36591113.816,Massachusetts,-0.092453125,0.019409375,-0.0324625,-0.0448906249999999,0.0084406249999999,0.0224375
1573,Massachusetts,2011,Tourism and Recreation,4343.416,65366.895,1409634125.0,2715620904.6,Massachusetts,-0.092453125,0.019409375,-0.0324625,-0.0448906249999999,0.0084406249999999,0.0224375
1575,Massachusetts,2011,Ocean Economy,5393.416,82417.895,2787184742.0,5850633491.9,Massachusetts,-0.092453125,0.019409375,-0.0324625,-0.0448906249999999,0.0084406249999999,0.0224375
1577,Massachusetts,2012,Living Resources,579.0,4814.0,313732275.0,865943942.31,Massachusetts,-0.044696875,0.067178125,-0.035340625,-0.04776875,0.003175,0.017175
1578,Massachusetts,2012,Offshore Mineral Resources,44.0,126.0,6996184.0,22483862.095,Massachusetts,-0.044696875,0.067178125,-0.035340625,-0.04776875,0.003175,0.017175
1579,Massachusetts,2012,Ship and Boat Building,39.0,418.0,24905815.0,40167074.469,Massachusetts,-0.044696875,0.067178125,-0.035340625,-0.04776875,0.003175,0.017175
1580,Massachusetts,2012,Tourism and Recreation,4347.512,67117.341,1488599027.0,3197043234.3,Massachusetts,-0.044696875,0.067178125,-0.035340625,-0.04776875,0.003175,0.017175
1582,Massachusetts,2012,Ocean Economy,5357.512,84445.341,2977502855.0,6535035592.5,Massachusetts,-0.044696875,0.067178125,-0.035340625,-0.04776875,0.003175,0.017175
1584,Mississippi,2014,Living Resources,110.0,2839.0,74125118.0,282241500.765,Mississippi,0.2206,0.0198333333333333,0.019,0.0247333333333333,0.0026666666666666,0.0125333333333333
1585,Mississippi,2014,Offshore Mineral Resources,14.0,119.333,8046884.0,43601604.153,Mississippi,0.2206,0.0198333333333333,0.019,0.0247333333333333,0.0026666666666666,0.0125333333333333
1586,Mississippi,2014,Ship and Boat Building,28.0,14147.833,903786148.0,1226325559.886,Mississippi,0.2206,0.0198333333333333,0.019,0.0247333333333333,0.0026666666666666,0.0125333333333333
1587,Mississippi,2014,Tourism and Recreation,782.0,13774.667,199366044.0,415321903.903,Mississippi,0.2206,0.0198333333333333,0.019,0.0247333333333333,0.0026666666666666,0.0125333333333333
1589,Mississippi,2014,Ocean Economy,1030.0,32857.167,1290818336.0,2160701492.638,Mississippi,0.2206,0.0198333333333333,0.019,0.0247333333333333,0.0026666666666666,0.0125333333333333
1592,Mississippi,2005,Living Resources,172.0,4675.0,92158582.0,325108080.049,Mississippi,0.0978999999999999,-0.1028666666666666,-0.0954,-0.0897,0.0277333333333333,0.0376
1593,Mississippi,2005,Ship and Boat Building,29.0,14368.0,659157835.0,726041678.45,Mississippi,0.0978999999999999,-0.1028666666666666,-0.0954,-0.0897,0.0277333333333333,0.0376
1594,Mississippi,2005,Tourism and Recreation,715.0,11000.0,132887345.0,283114537.914,Mississippi,0.0978999999999999,-0.1028666666666666,-0.0954,-0.0897,0.0277333333333333,0.0376
1596,Mississippi,2005,Ocean Economy,1021.0,32253.0,966096347.0,1501626070.897,Mississippi,0.0978999999999999,-0.1028666666666666,-0.0954,-0.0897,0.0277333333333333,0.0376
1599,Mississippi,2006,Living Resources,170.0,4317.0,89254485.0,274578881.035,Mississippi,0.147,-0.0537666666666666,-0.0013999999999999,0.0043,-0.0065999999999999,0.0032666666666666
1600,Mississippi,2006,Ship and Boat Building,31.0,14162.0,664486969.0,676253411.577,Mississippi,0.147,-0.0537666666666666,-0.0013999999999999,0.0043,-0.0065999999999999,0.0032666666666666
1601,Mississippi,2006,Tourism and Recreation,681.0,10259.0,131446659.0,277642238.178,Mississippi,0.147,-0.0537666666666666,-0.0013999999999999,0.0043,-0.0065999999999999,0.0032666666666666
1603,Mississippi,2006,Ocean Economy,1003.0,30842.0,970265700.0,1445728970.482,Mississippi,0.147,-0.0537666666666666,-0.0013999999999999,0.0043,-0.0065999999999999,0.0032666666666666
1605,Mississippi,2021,Living Resources,128.0,2886.333,112810624.0,394503728.501,Mississippi,0.2905333333333333,0.0897333333333333,-0.0363666666666666,-0.0306,0.0495333333333333,0.0594
1606,Mississippi,2021,Offshore Mineral Resources,9.0,45.917,2462657.0,6487417.071,Mississippi,0.2905333333333333,0.0897333333333333,-0.0363666666666666,-0.0306,0.0495333333333333,0.0594
1607,Mississippi,2021,Ship and Boat Building,30.0,13026.75,897257842.0,1428757348.994,Mississippi,0.2905333333333333,0.0897333333333333,-0.0363666666666666,-0.0306,0.0495333333333333,0.0594
1608,Mississippi,2021,Tourism and Recreation,899.0,16819.417,319359403.0,715114471.994,Mississippi,0.2905333333333333,0.0897333333333333,-0.0363666666666666,-0.0306,0.0495333333333333,0.0594
1610,Mississippi,2021,Ocean Economy,1147.0,34769.167,1469780150.0,2731621135.006,Mississippi,0.2905333333333333,0.0897333333333333,-0.0363666666666666,-0.0306,0.0495333333333333,0.0594
1613,Mississippi,2008,Living Resources,153.0,3804.0,86140767.0,298376419.281,Mississippi,0.1562333333333333,-0.0445666666666666,-0.0765,-0.0707666666666666,-0.011,-0.0011333333333333
1614,Mississippi,2008,Offshore Mineral Resources,19.0,137.0,17949094.0,68171930.872,Mississippi,0.1562333333333333,-0.0445666666666666,-0.0765,-0.0707666666666666,-0.011,-0.0011333333333333
1615,Mississippi,2008,Ship and Boat Building,30.0,15501.0,876446412.0,1098609960.423,Mississippi,0.1562333333333333,-0.0445666666666666,-0.0765,-0.0707666666666666,-0.011,-0.0011333333333333
1617,Mississippi,2008,Ocean Economy,1018.0,33478.0,1230807384.0,2004450406.29,Mississippi,0.1562333333333333,-0.0445666666666666,-0.0765,-0.0707666666666666,-0.011,-0.0011333333333333
1620,Mississippi,2009,Living Resources,144.0,3643.0,83725386.0,294646996.165,Mississippi,0.1982666666666666,-0.0025666666666666,0.0319333333333333,0.0376333333333333,-0.0459666666666666,-0.0361333333333333
1621,Mississippi,2009,Ship and Boat Building,30.0,15319.0,877520583.0,892013216.831,Mississippi,0.1982666666666666,-0.0025666666666666,0.0319333333333333,0.0376333333333333,-0.0459666666666666,-0.0361333333333333
1622,Mississippi,2009,Tourism and Recreation,729.0,11758.0,162682816.0,340143367.602,Mississippi,0.1982666666666666,-0.0025666666666666,0.0319333333333333,0.0376333333333333,-0.0459666666666666,-0.0361333333333333
1624,Mississippi,2009,Ocean Economy,1024.0,32984.0,1226747719.0,1788571179.238,Mississippi,0.1982666666666666,-0.0025666666666666,0.0319333333333333,0.0376333333333333,-0.0459666666666666,-0.0361333333333333
1627,Mississippi,2010,Ocean Economy,1022.0,32964.0,1226027251.0,2152873339.387,Mississippi,0.1084,-0.0924333333333333,0.0147999999999999,0.0205,0.0215333333333333,0.0314
1629,Mississippi,2010,Tourism and Recreation,744.0,12047.0,171809066.0,364904530.113,Mississippi,0.1084,-0.0924333333333333,0.0147999999999999,0.0205,0.0215333333333333,0.0314
1630,Mississippi,2010,Living Resources,134.0,3533.0,83505534.0,283794456.771,Mississippi,0.1084,-0.0924333333333333,0.0147999999999999,0.0205,0.0215333333333333,0.0314
1631,Mississippi,2010,Ship and Boat Building,30.0,15211.0,868342877.0,1247484915.956,Mississippi,0.1084,-0.0924333333333333,0.0147999999999999,0.0205,0.0215333333333333,0.0314
1632,Mississippi,2016,Living Resources,119.0,3202.667,88458890.0,269017088.708,Mississippi,0.3169666666666667,0.1161666666666666,0.0937333333333333,0.0994666666666666,-0.0190333333333333,-0.0091666666666666
1633,Mississippi,2016,Offshore Mineral Resources,11.0,43.917,4285561.0,15491963.405,Mississippi,0.3169666666666667,0.1161666666666666,0.0937333333333333,0.0994666666666666,-0.0190333333333333,-0.0091666666666666
1634,Mississippi,2016,Ship and Boat Building,29.0,13136.25,840298745.0,1339527936.967,Mississippi,0.3169666666666667,0.1161666666666666,0.0937333333333333,0.0994666666666666,-0.0190333333333333,-0.0091666666666666
1635,Mississippi,2016,Tourism and Recreation,831.0,15040.667,227229507.0,477285267.368,Mississippi,0.3169666666666667,0.1161666666666666,0.0937333333333333,0.0994666666666666,-0.0190333333333333,-0.0091666666666666
1636,Mississippi,2016,Ocean Economy,1078.0,33122.917,1259992998.0,2241589284.996,Mississippi,0.3169666666666667,0.1161666666666666,0.0937333333333333,0.0994666666666666,-0.0190333333333333,-0.0091666666666666
1651,Mississippi,2017,Living Resources,117.0,3264.333,92815909.0,335196841.224,Mississippi,0.1839,-0.0168666666666666,-0.0767,-0.071,0.0122333333333333,0.0220999999999999
1652,Mississippi,2017,Offshore Mineral Resources,10.0,29.167,2244067.0,9773157.404,Mississippi,0.1839,-0.0168666666666666,-0.0767,-0.071,0.0122333333333333,0.0220999999999999
1653,Mississippi,2017,Ship and Boat Building,31.0,12722.5,832920926.0,1391205999.449,Mississippi,0.1839,-0.0168666666666666,-0.0767,-0.071,0.0122333333333333,0.0220999999999999
1654,Mississippi,2017,Tourism and Recreation,845.0,15823.75,241731404.0,500474378.63,Mississippi,0.1839,-0.0168666666666666,-0.0767,-0.071,0.0122333333333333,0.0220999999999999
1656,Mississippi,2017,Ocean Economy,1090.0,33367.417,1266992012.0,2374653863.809,Mississippi,0.1839,-0.0168666666666666,-0.0767,-0.071,0.0122333333333333,0.0220999999999999
1671,Mississippi,2018,Living Resources,116.0,3355.833,110447111.0,352948705.973,Mississippi,0.2525666666666666,0.0518,0.0202666666666666,0.0259666666666666,-0.0313666666666666,-0.0215
1672,Mississippi,2018,Offshore Mineral Resources,10.0,21.417,1246583.0,6554400.398,Mississippi,0.2525666666666666,0.0518,0.0202666666666666,0.0259666666666666,-0.0313666666666666,-0.0215
1673,Mississippi,2018,Ship and Boat Building,30.0,12270.667,821537660.0,1306437420.936,Mississippi,0.2525666666666666,0.0518,0.0202666666666666,0.0259666666666666,-0.0313666666666666,-0.0215
1674,Mississippi,2018,Tourism and Recreation,874.0,16092.5,254312115.0,524507470.89,Mississippi,0.2525666666666666,0.0518,0.0202666666666666,0.0259666666666666,-0.0313666666666666,-0.0215
1676,Mississippi,2018,Ocean Economy,1113.0,33407.25,1295059904.0,2346983422.473,Mississippi,0.2525666666666666,0.0518,0.0202666666666666,0.0259666666666666,-0.0313666666666666,-0.0215
1689,Mississippi,2019,Living Resources,120.0,3349.083,113359770.0,336414492.032,Mississippi,0.2174666666666666,0.0166666666666666,-0.0069999999999999,-0.0012333333333333,0.0642666666666666,0.0741666666666666
1690,Mississippi,2019,Offshore Mineral Resources,11.0,20.25,1280409.0,5661382.444,Mississippi,0.2174666666666666,0.0166666666666666,-0.0069999999999999,-0.0012333333333333,0.0642666666666666,0.0741666666666666
1691,Mississippi,2019,Ship and Boat Building,31.0,12062.0,809851328.0,1326620786.831,Mississippi,0.2174666666666666,0.0166666666666666,-0.0069999999999999,-0.0012333333333333,0.0642666666666666,0.0741666666666666
1692,Mississippi,2019,Tourism and Recreation,890.0,16519.083,268245045.0,564372501.496,Mississippi,0.2174666666666666,0.0166666666666666,-0.0069999999999999,-0.0012333333333333,0.0642666666666666,0.0741666666666666
1694,Mississippi,2019,Ocean Economy,1137.0,33904.667,1316951244.0,2409138778.255,Mississippi,0.2174666666666666,0.0166666666666666,-0.0069999999999999,-0.0012333333333333,0.0642666666666666,0.0741666666666666
1706,Mississippi,2015,Living Resources,105.0,2953.75,78989756.0,272268690.572,Mississippi,0.3342666666666667,0.1334333333333333,0.0891,0.0948,0.0299,0.0398
1707,Mississippi,2015,Ship and Boat Building,31.0,13658.25,845241122.0,1199694083.464,Mississippi,0.3342666666666667,0.1334333333333333,0.0891,0.0948,0.0299,0.0398
1708,Mississippi,2015,Tourism and Recreation,791.0,14258.25,212455209.0,446772273.306,Mississippi,0.3342666666666667,0.1334333333333333,0.0891,0.0948,0.0299,0.0398
1710,Mississippi,2015,Ocean Economy,1030.0,32775.5,1247299500.0,2100833551.074,Mississippi,0.3342666666666667,0.1334333333333333,0.0891,0.0948,0.0299,0.0398
1713,Mississippi,2011,Living Resources,124.0,3118.0,72702691.0,223596507.684,Mississippi,0.1835,-0.0173333333333333,-0.0131333333333333,-0.0073666666666666,-0.0477,-0.0378333333333333
1714,Mississippi,2011,Ship and Boat Building,30.0,13552.0,820183840.0,836677123.682,Mississippi,0.1835,-0.0173333333333333,-0.0131333333333333,-0.0073666666666666,-0.0477,-0.0378333333333333
1715,Mississippi,2011,Tourism and Recreation,769.0,12705.0,179516859.0,373049554.315,Mississippi,0.1835,-0.0173333333333333,-0.0131333333333333,-0.0073666666666666,-0.0477,-0.0378333333333333
1717,Mississippi,2011,Ocean Economy,1039.0,31448.0,1174895254.0,1675067199.443,Mississippi,0.1835,-0.0173333333333333,-0.0131333333333333,-0.0073666666666666,-0.0477,-0.0378333333333333
1720,Mississippi,2012,Living Resources,111.0,2806.0,72196118.0,238972499.582,Mississippi,0.1324,-0.0684333333333333,0.0492,0.0549,0.0107666666666666,0.0206333333333333
1721,Mississippi,2012,Ship and Boat Building,29.0,12925.333,795974566.0,955719864.967,Mississippi,0.1324,-0.0684333333333333,0.0492,0.0549,0.0107666666666666,0.0206333333333333
1722,Mississippi,2012,Tourism and Recreation,786.0,13221.333,192111974.0,401839400.542,Mississippi,0.1324,-0.0684333333333333,0.0492,0.0549,0.0107666666666666,0.0206333333333333
1724,Mississippi,2012,Ocean Economy,1034.0,30925.833,1160397427.0,1810894604.569,Mississippi,0.1324,-0.0684333333333333,0.0492,0.0549,0.0107666666666666,0.0206333333333333
1728,Mississippi,2013,Living Resources,109.0,2853.167,76707061.0,364446139.559,Mississippi,0.1954333333333333,-0.0053666666666666,0.0098666666666666,0.0156,0.0230666666666666,0.0329
1729,Mississippi,2013,Offshore Mineral Resources,14.0,105.333,7587858.0,45214497.337,Mississippi,0.1954333333333333,-0.0053666666666666,0.0098666666666666,0.0156,0.0230666666666666,0.0329
1730,Mississippi,2013,Ship and Boat Building,29.0,13103.917,806839979.0,1138653402.163,Mississippi,0.1954333333333333,-0.0053666666666666,0.0098666666666666,0.0156,0.0230666666666666,0.0329
1732,Mississippi,2013,Ocean Economy,1044.0,31636.417,1190556400.0,2135547252.304,Mississippi,0.1954333333333333,-0.0053666666666666,0.0098666666666666,0.0156,0.0230666666666666,0.0329
1733,Mississippi,2013,Tourism and Recreation,798.0,13544.5,196156279.0,407979415.159,Mississippi,0.1954333333333333,-0.0053666666666666,0.0098666666666666,0.0156,0.0230666666666666,0.0329
1735,Mississippi,2020,Living Resources,124.0,3108.083,111957551.0,283497785.562,Mississippi,0.2571333333333333,0.0563666666666666,-0.0229333333333333,-0.0171666666666666,-0.0551333333333333,-0.0453
1736,Mississippi,2020,Offshore Mineral Resources,12.0,26.583,2186740.0,8649504.859,Mississippi,0.2571333333333333,0.0563666666666666,-0.0229333333333333,-0.0171666666666666,-0.0551333333333333,-0.0453
1737,Mississippi,2020,Ship and Boat Building,30.0,12515.833,838047917.0,1211228617.186,Mississippi,0.2571333333333333,0.0563666666666666,-0.0229333333333333,-0.0171666666666666,-0.0551333333333333,-0.0453
1738,Mississippi,2020,Tourism and Recreation,879.0,15120.833,257357081.0,526180650.26,Mississippi,0.2571333333333333,0.0563666666666666,-0.0229333333333333,-0.0171666666666666,-0.0551333333333333,-0.0453
1740,Mississippi,2020,Ocean Economy,1128.0,32649.25,1337737187.0,2202659831.679,Mississippi,0.2571333333333333,0.0563666666666666,-0.0229333333333333,-0.0171666666666666,-0.0551333333333333,-0.0453
1754,Mississippi,2007,Living Resources,162.0,4147.0,88785372.0,332131220.785,Mississippi,0.1964333333333333,-0.0044,-0.0301333333333333,-0.0244,0.0052666666666666,0.0151333333333333
1755,Mississippi,2007,Ship and Boat Building,31.0,14597.0,772358780.0,791633498.01,Mississippi,0.1964333333333333,-0.0044,-0.0301333333333333,-0.0244,0.0052666666666666,0.0151333333333333
1756,Mississippi,2007,Tourism and Recreation,679.0,11458.0,151618083.0,311310299.398,Mississippi,0.1964333333333333,-0.0044,-0.0301333333333333,-0.0244,0.0052666666666666,0.0151333333333333
1758,Mississippi,2007,Ocean Economy,997.0,32365.0,1102184581.0,1663002193.062,Mississippi,0.1964333333333333,-0.0044,-0.0301333333333333,-0.0244,0.0052666666666666,0.0151333333333333
1759,New Jersey,2007,Ship and Boat Building,33.0,2053.0,84639564.0,164457576.659,New Jersey,-0.15019,-0.01556,-0.01149,0.008,-0.02519,-0.01805
1760,New Jersey,2007,Tourism and Recreation,7041.0,77411.0,1446567441.0,2726783436.084,New Jersey,-0.15019,-0.01556,-0.01149,0.008,-0.02519,-0.01805
1762,New Jersey,2007,Ocean Economy,8323.0,122976.0,4295786391.0,7702756480.351,New Jersey,-0.15019,-0.01556,-0.01149,0.008,-0.02519,-0.01805
1764,New Jersey,2007,Living Resources,231.0,1293.0,43489739.0,98273368.996,New Jersey,-0.15019,-0.01556,-0.01149,0.008,-0.02519,-0.01805
1765,New Jersey,2007,Offshore Mineral Resources,75.0,773.0,44859416.0,151478342.116,New Jersey,-0.15019,-0.01556,-0.01149,0.008,-0.02519,-0.01805
1766,New Jersey,2008,Living Resources,216.0,1307.0,47625814.0,111536534.452,New Jersey,-0.27984,-0.14521,0.0025599999999999,0.02205,-0.0619199999999999,-0.0547599999999999
1767,New Jersey,2008,Offshore Mineral Resources,72.0,741.0,43633979.0,111580663.386,New Jersey,-0.27984,-0.14521,0.0025599999999999,0.02205,-0.0619199999999999,-0.0547599999999999
1768,New Jersey,2008,Ship and Boat Building,36.0,1893.0,78830240.0,156871365.336,New Jersey,-0.27984,-0.14521,0.0025599999999999,0.02205,-0.0619199999999999,-0.0547599999999999
1769,New Jersey,2008,Tourism and Recreation,6923.0,77451.0,1455778632.0,2729119350.11,New Jersey,-0.27984,-0.14521,0.0025599999999999,0.02205,-0.0619199999999999,-0.0547599999999999
1771,New Jersey,2008,Ocean Economy,8173.0,123502.0,4328635420.0,8261204731.186,New Jersey,-0.27984,-0.14521,0.0025599999999999,0.02205,-0.0619199999999999,-0.0547599999999999
1774,New Jersey,2009,Living Resources,203.0,1224.0,44207810.0,115738625.724,New Jersey,-0.14259,-0.00796,0.02746,0.04695,-0.05441,-0.04728
1775,New Jersey,2009,Offshore Mineral Resources,70.0,636.0,37501562.0,112672927.556,New Jersey,-0.14259,-0.00796,0.02746,0.04695,-0.05441,-0.04728
1776,New Jersey,2009,Ship and Boat Building,34.0,1019.0,44049105.0,103569053.684,New Jersey,-0.14259,-0.00796,0.02746,0.04695,-0.05441,-0.04728
1777,New Jersey,2009,Tourism and Recreation,7107.0,77636.0,1430827968.0,2565385501.126,New Jersey,-0.14259,-0.00796,0.02746,0.04695,-0.05441,-0.04728
1779,New Jersey,2009,Ocean Economy,8356.0,120564.0,4146310995.0,7990482921.409,New Jersey,-0.14259,-0.00796,0.02746,0.04695,-0.05441,-0.04728
1781,New Jersey,2010,Living Resources,208.0,1201.0,45437187.0,110344546.056,New Jersey,-0.15095,-0.01632,-0.022,-0.0025099999999999,0.04831,0.0554599999999999
1782,New Jersey,2010,Offshore Mineral Resources,68.0,623.0,35754370.0,89547485.52,New Jersey,-0.15095,-0.01632,-0.022,-0.0025099999999999,0.04831,0.0554599999999999
1783,New Jersey,2010,Ship and Boat Building,32.0,947.0,41162251.0,86794850.058,New Jersey,-0.15095,-0.01632,-0.022,-0.0025099999999999,0.04831,0.0554599999999999
1784,New Jersey,2010,Tourism and Recreation,7299.0,78045.0,1465280734.0,2666988903.429,New Jersey,-0.15095,-0.01632,-0.022,-0.0025099999999999,0.04831,0.0554599999999999
1786,New Jersey,2010,Ocean Economy,8544.0,119042.0,4139572683.0,7906519717.762,New Jersey,-0.15095,-0.01632,-0.022,-0.0025099999999999,0.04831,0.0554599999999999
1788,New Jersey,2011,Living Resources,205.0,1213.0,44351795.0,100452579.531,New Jersey,-0.13789,-0.0032499999999999,-0.04951,-0.03001,-0.00822,-0.00105
1789,New Jersey,2011,Offshore Mineral Resources,69.0,637.0,34842748.0,88054519.317,New Jersey,-0.13789,-0.0032499999999999,-0.04951,-0.03001,-0.00822,-0.00105
1790,New Jersey,2011,Ship and Boat Building,30.0,1012.0,46593545.0,89327508.044,New Jersey,-0.13789,-0.0032499999999999,-0.04951,-0.03001,-0.00822,-0.00105
1791,New Jersey,2011,Tourism and Recreation,7401.0,79074.0,1509376624.0,2945497036.084,New Jersey,-0.13789,-0.0032499999999999,-0.04951,-0.03001,-0.00822,-0.00105
1793,New Jersey,2011,Ocean Economy,8580.0,118621.0,4127127687.0,7891952301.586,New Jersey,-0.13789,-0.0032499999999999,-0.04951,-0.03001,-0.00822,-0.00105
1795,New Jersey,2020,Living Resources,287.0,2161.5,114366888.0,287348485.118,New Jersey,-0.04785,0.08679,-0.00257,0.01693,-0.00833,-0.0011399999999999
1796,New Jersey,2020,Offshore Mineral Resources,70.0,630.583,48152429.0,124012481.243,New Jersey,-0.04785,0.08679,-0.00257,0.01693,-0.00833,-0.0011399999999999
1797,New Jersey,2020,Ship and Boat Building,28.0,1252.583,77069118.0,104439567.305,New Jersey,-0.04785,0.08679,-0.00257,0.01693,-0.00833,-0.0011399999999999
1798,New Jersey,2020,Tourism and Recreation,8030.0,77081.333,1911687907.0,3600752386.523,New Jersey,-0.04785,0.08679,-0.00257,0.01693,-0.00833,-0.0011399999999999
1800,New Jersey,2020,Ocean Economy,9376.0,154826.25,6706725583.0,11068642822.011,New Jersey,-0.04785,0.08679,-0.00257,0.01693,-0.00833,-0.0011399999999999
1813,New Jersey,2016,Living Resources,284.0,2498.25,111003072.0,267992986.522,New Jersey,-0.1189,0.01575,-0.04142,-0.0219299999999999,-0.05677,-0.04961
1814,New Jersey,2016,Offshore Mineral Resources,66.0,555.417,38129999.0,137113799.586,New Jersey,-0.1189,0.01575,-0.04142,-0.0219299999999999,-0.05677,-0.04961
1815,New Jersey,2016,Ship and Boat Building,31.0,1556.25,75567400.0,158331549.423,New Jersey,-0.1189,0.01575,-0.04142,-0.0219299999999999,-0.05677,-0.04961
1816,New Jersey,2016,Tourism and Recreation,7630.0,91432.833,1982530833.0,3957659673.52,New Jersey,-0.1189,0.01575,-0.04142,-0.0219299999999999,-0.05677,-0.04961
1818,New Jersey,2016,Ocean Economy,8895.0,138843.417,5165663108.0,9548218530.066,New Jersey,-0.1189,0.01575,-0.04142,-0.0219299999999999,-0.05677,-0.04961
1832,New Jersey,2017,Living Resources,291.0,2511.333,113146863.0,273311327.096,New Jersey,-0.1943,-0.05966,-0.07843,-0.05895,-0.00462,0.0025599999999999
1833,New Jersey,2017,Offshore Mineral Resources,65.0,610.25,43475278.0,112540366.417,New Jersey,-0.1943,-0.05966,-0.07843,-0.05895,-0.00462,0.0025599999999999
1834,New Jersey,2017,Ship and Boat Building,30.0,1641.167,83273597.0,168915892.526,New Jersey,-0.1943,-0.05966,-0.07843,-0.05895,-0.00462,0.0025599999999999
1835,New Jersey,2017,Tourism and Recreation,7670.0,94721.833,2093525766.0,4205174192.821,New Jersey,-0.1943,-0.05966,-0.07843,-0.05895,-0.00462,0.0025599999999999
1837,New Jersey,2017,Ocean Economy,8919.0,152842.25,5626977673.0,10492586931.569,New Jersey,-0.1943,-0.05966,-0.07843,-0.05895,-0.00462,0.0025599999999999
1851,New Jersey,2018,Living Resources,289.0,2444.667,116309239.0,288601492.025,New Jersey,-0.10815,0.02648,-0.01141,0.00809,0.03234,0.0395
1852,New Jersey,2018,Offshore Mineral Resources,67.0,633.583,46199673.0,107793692.07,New Jersey,-0.10815,0.02648,-0.01141,0.00809,0.03234,0.0395
1854,New Jersey,2018,Tourism and Recreation,7949.0,96260.583,2201616477.0,4326005394.906,New Jersey,-0.10815,0.02648,-0.01141,0.00809,0.03234,0.0395
1856,New Jersey,2018,Ocean Economy,9242.0,162016.667,6192103283.0,11319564853.628,New Jersey,-0.10815,0.02648,-0.01141,0.00809,0.03234,0.0395
1869,New Jersey,2019,Living Resources,288.0,2528.167,123112641.0,317310402.079,New Jersey,-0.08687,0.04776,-0.06362,-0.04412,0.01445,0.02162
1870,New Jersey,2019,Offshore Mineral Resources,64.0,631.583,45834215.0,132647208.746,New Jersey,-0.08687,0.04776,-0.06362,-0.04412,0.01445,0.02162
1871,New Jersey,2019,Ship and Boat Building,29.0,1405.083,78722785.0,138835096.563,New Jersey,-0.08687,0.04776,-0.06362,-0.04412,0.01445,0.02162
1872,New Jersey,2019,Tourism and Recreation,8020.0,98790.0,2347078060.0,4795148008.031,New Jersey,-0.08687,0.04776,-0.06362,-0.04412,0.01445,0.02162
1874,New Jersey,2019,Ocean Economy,9349.0,169656.333,6689181642.0,12433605875.74,New Jersey,-0.08687,0.04776,-0.06362,-0.04412,0.01445,0.02162
1887,New Jersey,2014,Living Resources,182.0,1443.167,51792820.0,118837026.283,New Jersey,-0.15217,-0.01753,-0.07946,-0.05998,0.0242299999999999,0.03138
1888,New Jersey,2014,Offshore Mineral Resources,66.0,574.917,36828362.0,92213542.625,New Jersey,-0.15217,-0.01753,-0.07946,-0.05998,0.0242299999999999,0.03138
1889,New Jersey,2014,Ship and Boat Building,32.0,1221.25,59553023.0,109039313.752,New Jersey,-0.15217,-0.01753,-0.07946,-0.05998,0.0242299999999999,0.03138
1890,New Jersey,2014,Tourism and Recreation,7392.0,86426.75,1771267900.0,3448191554.438,New Jersey,-0.15217,-0.01753,-0.07946,-0.05998,0.0242299999999999,0.03138
1892,New Jersey,2014,Ocean Economy,8524.0,123566.0,4433125722.0,8177329238.918,New Jersey,-0.15217,-0.01753,-0.07946,-0.05998,0.0242299999999999,0.03138
1894,New Jersey,2015,Living Resources,192.0,1501.833,57251530.0,133780053.806,New Jersey,-0.03156,0.10306,-0.0524599999999999,-0.0329799999999999,0.02145,0.0285899999999999
1895,New Jersey,2015,Offshore Mineral Resources,66.0,552.0,36954060.0,108009801.165,New Jersey,-0.03156,0.10306,-0.0524599999999999,-0.0329799999999999,0.02145,0.0285899999999999
1896,New Jersey,2015,Ship and Boat Building,32.0,1435.917,68756056.0,135412292.171,New Jersey,-0.03156,0.10306,-0.0524599999999999,-0.0329799999999999,0.02145,0.0285899999999999
1897,New Jersey,2015,Tourism and Recreation,7555.0,88776.5,1862676103.0,3713136181.823,New Jersey,-0.03156,0.10306,-0.0524599999999999,-0.0329799999999999,0.02145,0.0285899999999999
1899,New Jersey,2015,Ocean Economy,8720.0,128384.417,4780732912.0,8827344299.133,New Jersey,-0.03156,0.10306,-0.0524599999999999,-0.0329799999999999,0.02145,0.0285899999999999
1901,New Jersey,2021,Living Resources,302.0,2266.917,139908503.0,369844575.795,New Jersey,0.01407,0.14871,-0.03945,-0.01995,-0.09142,-0.08427
1902,New Jersey,2021,Offshore Mineral Resources,76.0,684.333,55112593.0,149294916.147,New Jersey,0.01407,0.14871,-0.03945,-0.01995,-0.09142,-0.08427
1903,New Jersey,2021,Ship and Boat Building,33.0,1441.0,88746343.0,172992652.508,New Jersey,0.01407,0.14871,-0.03945,-0.01995,-0.09142,-0.08427
